N2 Surplus,Corn Yield,Soybean Yield,Ethanol Production
-46.62955259180876,215.09642511032143,48.12023204528532,23437396.89986987
-27.386339276098596,202.70281815713497,49.915404325260624,20375999.443495166
-51.11715571920408,229.9713782245526,43.28513178996627,25411138.18082326
-47.486524214101394,202.74962692868576,51.67065658969659,22092061.619298995
25.53279796880065,182.54298662559995,60.60892262796915,20450590.162164032
26.8095627437024,182.5511010442533,60.7045908202449,20591577.99566871
16.821885977068405,208.79860098711106,52.20649906398262,23872708.25373602
20.845432694279225,211.30886447096964,51.158223275699584,24484007.353536233
-49.1786697651132,223.67357928278216,40.66208762273868,25539092.227835286
-44.968523541870155,226.09851058812274,41.395374641945864,25677175.80497414
-23.82574888677135,198.27101446970846,55.377090498868256,21756203.074775614
-32.39842019770367,203.7135942433597,53.02086432070291,22197097.695751347
-30.937451258679005,202.5675881913885,53.470536674216646,22149945.36999616
-89.73455950935404,231.25244969167034,39.398800453741615,26581898.361011665
-71.31279803467098,211.43253995699524,49.667227101523395,24206304.265421625
-68.95700937913104,217.56703011497302,41.790797604759064,24708286.96348666
-66.24284269771096,216.17306282433128,47.852427727967324,24218222.752032865
-52.68796634985057,214.05531495727337,49.02151456004913,22009929.520828098
-63.13514142006589,213.2862931556374,47.299066845387415,23240160.794986647
-65.38893498326718,219.21920802462773,47.67129110094811,23886624.726157736
-63.317934211309435,226.29644855164588,43.72314306134308,24310484.35642679
-63.65078318860725,218.55132546187087,45.17627632414565,24149257.067507327
-55.06344066084242,204.74329327962732,52.559892085020465,21680865.17579611
-85.87039003858985,223.37180111243106,45.16202716008365,26738730.3870356
-64.2065411073792,212.72959798572447,48.402685222876016,25138333.176628336
-92.38075385575523,240.43490216093596,39.52707352590119,30626222.758812647
-76.93269580397042,216.0739043337544,44.20788096360707,28517969.757251654
-50.63619080844592,201.11127406302876,53.841085256849965,28549334.132312026
-63.99496061037323,199.70978536087932,53.79539017203501,29576344.192871712
-65.48855502478663,208.46549244507696,49.917270065256844,28313612.242186546
-71.37306806047481,213.82790937522077,50.445772910660935,31010875.80821658
-63.84671638335601,213.63908301063202,50.311209836841726,29508086.512328107
-70.65779645769015,221.30182862793663,43.420014309836006,31245729.11300241
-67.27582882526683,219.46378675770393,46.69723426455107,30817811.609910145
-72.7562181728787,220.20059705674976,45.42590545571784,31597151.789213434
-71.38726172496175,216.09347589113895,45.43462200588624,32334347.719109777
-41.182378256778065,208.58138980184958,50.82111853699985,9219043.794271752
-30.937089809321748,200.50723543589993,53.99027217082789,8062118.434863692
-27.064817328893298,191.21075197777645,56.992512757336726,8803419.50535762
-35.42511731033392,206.4929464736706,51.11329035470976,9507017.852826385
-5.900879326795092,193.9712903159707,56.246233545257155,5060625.616975936
-33.76767254744931,205.1431313491048,50.94277280600136,8500384.642108792
-43.50829609326988,208.3784435895359,49.959496284950774,10233415.353855645
-47.23393956393517,221.9806257555083,45.20757436966619,10901415.255502833
-32.359797305539104,198.6771168379255,54.504854341124656,9452079.727733653
-27.73343072659941,198.2208824175632,54.495528683832845,8213551.84337182
-55.959429248580534,201.9833082608693,54.518694040042874,11624240.382067159
-34.318888295466905,205.740812258804,43.734345808931494,8051530.898812203
-63.78842645939065,232.84747153116223,41.41679342682073,12328449.337525817
-58.826508985759915,192.05967818937825,47.476042986738776,9726754.848481275
20.55170761181651,174.68145446932067,62.8884915946353,9570460.80325568
29.41893437785228,180.064728622061,61.37185685430018,10086473.426842218
13.306925868664393,213.5306083411233,49.95128926678922,11076299.005502682
27.15249945089647,219.3053687426018,47.469474979156985,11476817.50859466
-54.94800276178107,207.6628820451606,43.932221711804004,11154362.513597345
-44.22934411131578,216.81053253729078,47.36154176611535,10348051.909111645
-28.44556252928004,193.55068494698207,57.13855985471264,8851743.282198148
-33.42911806929635,199.90793286250118,54.774539950993585,9341898.81004514
-37.13199172829658,206.42797225214963,50.20226389114828,9599066.67781465
-22.02202243496268,203.9185354377878,53.14501199081383,33767272.41049516
-26.26493722692365,209.4575347722166,47.84608089648236,37384668.664689414
-18.05980861234022,203.51752874420708,51.279644300600694,32482765.22536861
-23.475799252979556,215.1098709883372,49.391893602844675,34663105.764880046
-25.95904524840762,202.67350457790417,53.278204972911,32037014.322578654
-29.03835900240699,212.23562399712137,48.512701601071285,33548518.045897927
-22.368732729921277,213.62521449877931,49.674406746703426,34096019.79544661
-25.164757642582202,223.64316906301974,46.020045637340445,37067835.459344596
-10.94555683287075,211.75528234765807,49.03086651268927,35097472.44503682
-22.669918785034895,219.24670711525505,46.165727547478355,36339141.93936908
4.482500064359186,206.96782751671708,51.99374815001488,37003823.4146359
-6.68187566335348,215.86957692408032,46.00831980433486,37104560.89915093
-21.055564414765286,232.00215782726264,42.2468620615673,40767618.69526232
-21.342780682202147,207.3878288711585,47.4149535266713,35805819.736348815
19.2418796673837,194.12532226004987,55.9159414669316,35005629.324011266
28.53778240819443,185.25413150277564,60.51147014507751,34258850.1694289
6.950115849911214,210.45330427675253,51.616410980192995,38434438.763886146
-13.887659375392474,219.00076337247083,47.53311728558674,38651050.5262333
-18.28808296447849,219.5656584233111,45.42756614688301,37065932.713599585
-20.060783011273855,225.190551309046,44.622971391135025,39397879.622258194
-4.306605077308092,209.0420286454464,51.12647497633316,34006137.77528893
-15.005243502196919,207.15885401013475,52.038056034118654,35448364.333058506
-22.209688422839662,220.48393018867318,45.40343832791382,37051764.43902385
-31.431421517544067,207.91978691863005,51.95860177590271,55394082.77892596
-27.89222297824594,199.48352153910128,55.19322424008806,54432291.33457465
-33.368965591024676,208.55339899597857,48.40600239598075,56010977.814950965
-39.62781791105243,219.73518497359873,45.53232208222721,60025728.47420028
-43.14910141728416,211.75707715758836,48.96266679355949,56546407.103964135
-41.827298963987516,211.32483851856523,48.09909034619818,57079616.55927022
-32.58240302194608,215.19566287506677,48.30388789504627,59115909.902298234
-41.20130358769529,223.35061110194874,46.33375899469843,62727223.99980679
-25.425843269524478,210.7960223584032,49.72596625912274,59848321.324703924
-32.90990144938141,214.37319334828499,47.986972081639124,60205948.18329752
-22.83088328054302,215.35637348505952,48.52252192573383,68083642.56757054
-20.85031663090504,214.18294823775977,46.48175341643969,64261297.10879817
-40.85581811946591,234.61516144040615,41.237940629515606,71111691.2019741
-30.165635376344653,206.4940690313415,49.45166820337295,62588207.77755128
-4.402397726007678,195.6021246283144,55.24960852798017,62739013.74253755
-7.000234205058064,192.2598109279861,57.028097038669785,60044157.83021471
-26.60078929121198,214.94222827068916,49.167710285478734,64654037.620962396
-38.79694670053931,223.41336792412585,45.40136807434919,66687831.3459876
-28.987756864742437,209.29307054529272,50.47326633964485,62312390.56386327
-32.034699295040554,216.3192573125034,46.75434917530765,68388052.58934467
-24.58809310320666,213.80088468846225,49.21242227724815,63654492.69245571
-35.90359688774265,219.25616702129446,45.909301925133605,64437462.41841199
-25.198724021269868,202.59775319830987,53.50892775864213,60629930.376284525
-35.29803697806119,209.74863258052392,51.142904023806295,44389600.63677276
-27.520564199653563,193.68134151839513,57.90047917215452,43664391.648493096
-38.72513296356374,207.84070233353486,43.88974452866228,44336686.69895486
-45.88455087822089,217.44726191574773,47.076185599697055,46719674.94836036
-46.48287697924107,218.23535973864273,45.0339261233521,45214394.65429953
-46.11007224785209,214.5139158949478,46.028825074829,44443379.2201639
-43.99857838848993,220.32130670946026,45.624478642251006,46999055.71434156
-44.16778651824134,222.88132184440656,46.77793592338139,47887210.98114435
-30.374170479347526,208.73125240734953,50.453174365479526,46769009.05289864
-41.04859113995022,218.09000845276023,45.66681469994387,47025121.57120563
-43.86246384439593,219.91589876987928,45.76161915513785,54000085.04386533
-23.55763036412162,214.17928485526136,47.45300476184843,47167971.41052001
-59.39366590163874,239.7398985688742,38.37578396791423,55740490.1716555
-30.761087293927773,199.87164185381334,45.1729213369822,45090634.66407091
-14.176927177432901,205.99182989509245,49.93916883017846,49632652.01603387
-11.108329350125217,194.76879381674553,55.822120534849546,46480158.62292321
-28.791588786584214,217.8589513909883,47.33376526519692,49315706.88930648
-39.12014506793378,216.64785096651394,48.56387982752449,49374040.90231151
-34.854407556833905,217.9092080474038,47.128488415353104,48658241.44560059
-35.87745767579702,218.26012362291476,44.904718782357804,51583754.764328696
-24.429504919377536,210.22406526035775,50.68334680814269,46296926.92598539
-39.963213869542074,218.91069453931232,45.85505954587825,49217827.177904196
-27.65572035496777,200.12552663398856,54.361187368964465,45147910.55255349
-37.18387941242787,215.5412443132118,47.264180213219106,48129484.75768828
-28.9362874211279,200.13480943566537,52.767577784304194,46225004.846381396
-32.94558183126256,201.82572045013512,51.005423611224614,43053567.635797456
-36.12066147121328,214.23545153920713,49.238771079344815,46358383.65031485
-41.5143114898099,204.03522854389303,52.548468097992554,43524901.051302105
-42.9529042680621,206.98015081175254,50.24740269068684,45423706.592232585
-45.90650531693905,222.2293947078615,43.238955542367194,49111345.07571757
-41.332275762500046,217.01648504953846,49.23018569680494,49458052.60246011
-29.77716574801491,208.4595234728804,50.78817011008846,46388205.91508721
-47.14887194762568,221.35393920181377,42.85157405561972,50956119.51213593
-31.690974957403625,211.03573776835947,50.486234315439106,54410550.77444211
-33.90951122200423,216.8117388336068,43.72723974059454,54402440.5342416
-51.76617438173662,228.22359440143737,44.73369078776068,57616155.57331166
-36.98102761520869,210.35877878809697,46.028913312377654,53913179.57529629
-15.184481539726107,201.91440785829036,52.23892249071969,52523643.58510739
-13.867452644880785,195.4864824701108,54.923566965679356,53551641.292725496
-23.528751245590286,209.29013442010546,52.16905749993202,52033328.12567929
-46.577896067544515,227.96652979450482,43.62892368692246,57726186.20093006
-35.88357728944817,217.26604153172957,46.73080556581863,54683151.17333801
-40.89499375201993,228.44967167198047,40.11371355029519,58900319.87642124
-14.785405904250581,201.58640243749687,54.37962737782141,49035243.284705274
-24.46943068389939,204.57689252122327,51.4629141370126,48506830.10653576
-35.41400239989778,215.2135559849903,45.31593836756247,54001424.20619385
-43.04198912700841,217.49869323622806,46.71292732720826,37317822.00909959
-30.820051595761328,200.16392092759997,55.29756055251846,34558601.19403152
-40.27974445677481,213.22084028625068,43.987851373758076,36649285.02709636
-35.76789050042041,212.81390072788236,49.830718050215864,36905939.800104514
-44.303013236729754,216.30561177096388,47.957787958700465,35851668.79744759
-43.42095538625853,211.23848288388035,48.12675552001383,37605283.08981908
-43.39576688378537,222.7929908828355,44.84727810921481,39320333.93352805
-49.55584491423883,230.23655255464655,42.65400973987471,41517383.31576139
-31.261385687133384,212.18408019207345,48.54527541864263,38750525.03851138
-35.12615585283757,213.85616162518636,48.23277064107083,38399490.5723841
-42.06766230077011,223.37455146230604,44.587140761299224,46450545.87447228
-30.049830838290035,217.79647720649336,45.226633616376375,41948111.15372728
-55.74384152012419,239.86609440649408,39.88403310791068,44910359.12717851
-31.364901213328352,213.9085240904078,43.334557837853936,40871001.15200785
-12.98583467995914,210.87506442762242,48.10827346815063,42071346.703851864
-1.5182612832609834,196.88012208935288,55.23002580567663,40034608.11427167
-21.401247012221717,212.50994555330726,50.46023463433039,41256047.55008132
-36.20699689222832,224.65724644144393,45.572978141196245,42924734.37961002
-35.619007287025795,222.85509217636536,45.2661117378218,42067384.101930596
-32.69211908075553,218.47082656408747,45.56198568870991,43251482.246367216
-27.053897000258416,218.8509777234758,45.108986451168676,40303946.21911966
-38.02238149832007,216.25566269909905,46.19440680839398,41153521.81345061
-33.87628883972306,206.85961889666214,50.96129354826303,40476573.290862
-33.180003454323526,213.1627495689754,49.87102166846148,53977540.403905
-23.387986198565898,196.01622735377532,56.925151075678286,50147058.03867516
-34.035389088419805,209.0745877310619,44.26079046296695,48450250.83316503
-30.23245139837985,212.6273317215564,49.28454588308409,49599866.8438586
-39.92496641436284,212.7784071537717,47.32840263959338,48328921.351831056
-41.29669489643442,212.36443427770246,47.948942745852946,51168097.64957679
-43.13470374262795,227.05507830150964,42.64786654661543,55753102.010841735
-39.86938967164704,221.8694238800017,47.39311850320928,56863260.762506895
-32.447130216684286,215.42596017890355,48.11429676178568,56534295.04901852
-33.2216591759329,219.2669584850937,45.885881760212214,56532775.46244781
-38.44157344917963,226.22885238282834,43.191506209146155,68569806.7970386
-19.24977074714795,215.8570369169829,46.20499798366882,59463230.19612808
-58.375728246798744,244.34455755079398,36.80234441650077,70123261.94384383
-18.573758567260313,214.25498253771002,44.10590954114514,62638845.37248531
4.08438398105298,213.2146120956677,45.82634097992877,66424888.78086879
4.955051714245116,203.87763657948017,52.399174055959975,64298264.38334121
-6.112194741073665,210.2743277963018,50.60669159820691,63895353.465720825
-26.69753227935263,227.4641568777988,44.854775537089154,67198803.2633649
-18.299980204442306,221.21986281861064,46.61058318971686,65014575.371994115
-15.732127753619324,221.8096709800957,45.031897597825264,67230356.0072973
-9.230455724110982,221.22265890930794,45.191926617625995,63487620.16271316
-18.10009272143631,215.7081213874062,47.36690761166824,62732637.078991264
-12.548496008407653,203.93849103712455,52.88036013660303,61031163.06784658
-26.347136654082078,216.62452123520234,47.59499437039699,55219832.09339882
-23.222993456975814,210.03938645740527,49.90524699642242,54250368.23590226
-20.984220219364317,207.38911920654755,50.57076609137789,50924149.35422472
-22.88111762001705,218.55677547187588,47.82809917102509,55008012.79771327
-27.69687145597507,211.31145687363642,49.662459552066366,51562979.19493833
-23.36421485042777,204.04370994568126,52.40501491495229,50102688.124710105
-22.151120211962848,217.31626003661222,46.60881209874515,54362279.62633705
-30.169616603178667,227.3617044138755,44.30135890518363,58968740.82955082
-8.51120890643142,204.73256235912413,52.16065235788733,54670620.5714263
-9.37621874785441,200.27318382531485,54.69097434939363,52557747.70776885
4.109015493591784,209.52655578237864,51.44078099688818,59809455.92082675
-1.483463765116852,213.37624863288875,48.731370777321445,55341460.15157476
-18.831694314872152,235.37511904638995,41.36748506917252,62492009.37177368
-17.80248504048214,212.454184531156,46.09404934481336,53798116.006185286
7.801063178703231,197.6534953761111,54.779446369109564,52780266.73338297
12.63947976612252,192.49623705676277,57.31382085283917,51993942.015183985
-11.039985010529534,209.09149408881058,52.26157951256664,56797270.5442342
-19.36359136293902,213.919536828942,50.465445674484954,56631410.99966052
-27.4781583832617,221.8723572613526,45.98028805553736,56523509.49414754
-26.874026688076782,223.6376089344849,45.00925054685149,58346068.16552779
-11.407145022223546,203.53475141258423,53.991055633231554,52008058.59759448
-26.75983238869273,214.5458256770671,48.49972731909793,53998506.79101334
-31.822099292845508,217.83761691593827,46.473468660963135,57000031.284818135
-26.552557425271402,208.9443776163953,50.933829980722294,46688497.48331197
-25.628085318052655,199.08642666605374,55.347151339138236,46593928.48456855
-29.80531298543565,208.57223777199215,45.792213745391564,45453013.14467677
-35.00366450805657,219.7013002251697,45.523970910358,49901336.33157539
-37.86463765414811,213.85627328820738,48.05942239629212,45619931.42310251
-36.803813478163676,207.44082385922957,50.305599555035315,45524805.54912039
-39.43844844511517,223.0633448591543,43.57848040236763,50664966.40509014
-38.60393957680546,225.23945109554188,45.20858277592788,54788771.20795804
-14.980016649138719,201.0991821020907,53.82345306965476,49071039.953361414
-26.663925205884794,210.91525743743478,49.341792502136286,50495238.656316854
-26.00288867880579,214.7023668631009,48.77278335406572,61286893.67820825
-17.128293451698994,212.5725072005207,47.892479969874785,55133001.034233674
-47.29393653846961,237.8793137490793,39.571502637347066,63887009.41427648
-28.163064113552167,211.86498806533018,44.904454152730295,55437215.66023921
2.3695707076411736,199.68035080127447,53.58351445950825,55313402.058569826
1.9115076652043967,191.21467242417748,57.58181589912306,53115053.359144546
-18.536477253333913,218.42961529663626,46.14518153859126,57825374.4455937
-30.441087619118434,216.76575416509695,49.24092503559859,57717562.72896279
-29.910640974487592,223.24643905203448,44.800367849412396,53618753.755704895
-30.162953772513475,219.7234364766864,45.27553467528719,61034134.59205945
-14.280270609765921,207.2016189066926,52.13983759882535,51514085.24160312
-33.83053180083044,220.24458549197152,45.64572551139781,55939820.956596516
-29.67138230417936,208.69618886969147,51.09880555063637,55088481.147140555
-21.474168688977926,212.85539930213963,49.6929304960986,51123060.637457706
-22.71901925227607,205.36505210759788,51.72653860854439,51309617.0938299
-19.133388459876045,203.85327916462847,51.68671924927048,50681627.175876275
-29.79170091791562,221.219400294769,46.08895310432035,57375667.182299554
-31.94547361920999,208.6780159648497,50.80384147314044,52841906.29425437
-33.86855570152764,211.10447403676517,48.63699739834806,53456339.34543256
-26.498887002843247,223.66184757465453,44.10022972820889,55949646.37044694
-30.91988663380056,219.78719498121245,47.23922578759402,56835557.588349774
-9.034180923053526,210.27683334014,49.23288505799064,52601347.04624271
-23.23471787324536,212.56153106942293,48.875642768287435,54967047.28952331
-2.6325843142547,214.14503622520715,49.266438023666296,61292125.43219982
-4.79467360041204,211.12692295268425,49.60839942854136,60428287.630825244
-26.38641116157416,231.68722917688683,42.66788807285843,62401790.33124392
-12.05058594648716,209.8996498616325,46.545467295751905,58627440.626236334
14.039183025761247,197.31055964038023,54.880319631001385,55868181.10391182
15.83943434698844,190.4374863308076,57.96355104709346,57429208.19910519
2.1037469189076887,207.60351177773373,52.83859512856088,56233774.99081675
-21.35682197299701,226.26607413101556,45.00390949726716,63372398.40314813
-17.551475660395596,218.74704279262733,47.253201390876484,59420087.9590391
-22.8223179773056,228.24916655921515,41.46575820343105,64453255.29205771
-0.8443051502064804,204.30195022708358,53.55758231237951,54869170.4705376
-9.708043718983731,204.5921340382447,52.72053766607655,54005154.477719896
-17.626119683320525,212.26961392612247,48.71052916291865,58637867.598025486
-14.740193237305391,201.77168871284812,54.047921566080504,49266106.55970295
-18.378100569836505,206.00906982682136,50.93969487394702,50332353.485666744
-16.59159017929258,208.36399428080404,47.05910628167612,51483300.81360116
-16.798234776659655,215.1402438521909,48.84818111735672,53157600.139047936
-12.506352207340058,200.53103248507796,53.86417480811929,49240154.38947192
-10.677311016294482,201.43508441635095,53.12742660936965,49462143.25633367
-14.088901436236682,219.42101945267132,45.38326979184694,53205085.92111285
-13.406328974496404,222.7067698730807,46.55217293534315,56223406.4093608
-0.018125040919244384,208.53864216244438,50.07560063520555,53766734.00344851
-9.720112350931174,217.6542690452552,45.818611469764846,55114892.84703142
8.400783366749437,206.9540377183548,52.05157028092435,60663170.517670505
0.3043826673911951,215.0364978760499,45.7808764427632,61877289.85507805
-24.39739344498156,233.83568384611863,40.87388663357956,66748508.1950028
-0.6003541191418833,210.99024151820777,46.68546160638789,60551068.2205415
27.053158986067643,203.70521995411218,51.04701950665594,59710864.449202776
41.100775100605176,185.05106330479066,60.164677867043565,56940830.24943553
25.21708747330169,200.8838210976155,55.69246840150436,60887745.55601249
-9.697750995267597,228.16475151822306,43.50505143960777,67405777.0655474
-0.9409348168894667,219.9836601204679,44.48061997079344,63132045.89705811
2.73818953869187,220.4488746010702,45.622116005139105,66141262.61962663
18.735842510759056,209.69927703619032,50.374995505741936,58571474.13970591
14.847271023461104,199.2458195754498,54.4557417149108,55957479.112647384
7.608570919774991,212.07000273240737,49.272388945158355,60210024.48177364
-27.75173570936596,201.82379916726495,54.44289684565865,37199167.26753278
-30.609794070136502,207.32065416860678,49.3329707191981,39103198.883201785
-24.720069241239543,201.3384790982691,52.3936872853219,37387806.58940632
-33.316532744024215,213.52454223968743,48.74049511819271,40306096.87158163
-31.95214559392855,202.56404220180048,52.97862354657104,36371905.16149232
-36.750942619067615,203.96739860280104,52.32558804199789,38815061.22368059
-31.62539129119125,208.39690226190214,50.95361542026194,38378706.955595516
-41.837681187840104,228.57850501042776,43.5304832197603,44200152.36874482
-23.754309433287602,207.99831621470548,50.4368324610582,40539778.70290479
-29.611078210341958,210.93598591211048,49.119213582500606,41274202.95459872
-19.765082143294478,207.44805029089366,51.64496910069488,42501910.905027226
-20.09389633032231,204.49947679579418,48.899623727984135,41113204.67341498
-45.22771607746148,233.64939301480808,40.07215593271894,49842210.01560322
-35.259481343269385,202.64635666896356,50.4917797884641,42762130.21474969
7.715117544145272,198.2189989591243,53.55968834442842,42740484.03182373
18.252384364862365,182.0083000806626,61.44404912869322,38826105.217522986
2.3382920807976006,203.07317104013782,54.941318742085286,43319674.44433114
-11.765130290216689,210.67259542117063,51.94138234198158,43162555.00191845
-41.93706864970807,221.44870686660215,44.03064845859967,46559847.49920306
-40.628294754038365,227.49178207109617,41.44848199666012,46957593.350643
-19.797162251467824,199.7518919096019,54.78834686896084,40465290.81880928
-30.28329335179177,205.93818094623202,51.767401526288495,40454298.56442411
-34.72280054925861,206.73442055129453,51.6223670892939,43624787.323103346
-33.897759054695086,213.2838735055302,50.686371457774385,47723619.76975589
-29.524174713150387,204.94584681565357,53.58418673429128,44348207.19893765
-31.21719490465773,209.4327251378345,49.93613261896144,44676297.83141992
-30.560684706192006,216.54681180703483,48.381841636401305,46526208.56016283
-40.75002694508618,215.7824898824474,48.36717563721845,45699675.877045624
-46.132133565681045,219.4048310569451,43.62619231035114,47476985.06383263
-39.364450806970694,224.78357793770738,45.1328777634169,50710716.62424779
-41.682086500883884,224.92896884480615,44.9747543696983,51606501.49105869
-24.477807413895704,212.94930552400547,50.71319599140065,50001783.150841855
-29.620859520147803,214.45546043803915,48.41161972408963,47887033.62664477
-33.38180296252807,219.64274701476097,44.50289519627995,59157773.58850163
-27.612288206545827,218.323901546426,45.5747435605349,54279286.68649358
-45.351925338083504,235.60974827900282,39.56283317057728,58757654.87943325
-21.59722059455251,205.4236113830284,50.805307056524725,51072040.282603584
-2.2055496088053133,204.14321276730698,50.56560632457672,54356596.751048274
-0.35507011547693423,189.66135214454334,57.920865559307686,47589860.61915219
-20.28021200751448,211.83132568455403,50.724125964514315,53315301.019857705
-35.53009324261825,219.29864085324152,46.718525851445975,51997475.293348834
-20.68099169353445,211.75554064767493,50.17456090951464,51021387.92002428
-19.652579339948147,216.8206973012184,46.46591182979387,54071938.00681299
-18.423394630019345,222.98501767956623,43.34276360677336,52871544.95106765
-17.7334198283136,212.32092461271895,50.158190323805,50343002.53232805
-10.370557459267957,201.74143040407034,53.43009411540561,49072953.3383842
-38.020119886127105,226.38259757551168,43.149370678752575,49716495.29763237
-33.822407963438934,207.71289909002553,52.19395990618136,47210256.41556864
-35.23559911949957,213.97061404215128,42.98720480802058,49256463.2937313
-38.11190716959504,221.48902106557944,45.34307508792813,54046448.56497884
-43.593289956849645,219.73488587436805,46.10673546282578,51257855.66735863
-44.666922907542414,215.7937363923047,45.99325590984199,52126839.75709374
-42.672263642662955,222.21116510325555,45.89775459825751,54734196.45313661
-55.037292291231495,236.14750089322843,39.715057859107446,62515871.050716415
-33.736220868285415,211.77258224356774,49.488974717625524,56875550.64057274
-39.63594391457252,207.29118494317845,52.329676870290996,56308237.52042168
-38.502263543367945,217.03343876353392,48.66169416722755,67947683.07153054
-31.30312130390405,213.17477158921065,48.59191703737679,61341573.46172433
-55.97237107030982,239.45215927953905,40.29371134444068,65779356.72475902
-37.862263828135866,217.7357216614546,45.52982300869189,60481992.974811606
-13.407141341837729,205.51907363338614,51.51050714155849,58507815.21184358
-10.048974777254415,192.74220534502456,57.767612616569295,53983063.40504966
-43.05747704829608,220.31364592497812,45.7172754506189,47842698.87713257
-39.04222416769767,217.67423633306316,49.41157344850194,61467094.65087507
-42.99420701649697,226.5951749023261,42.536730730778345,56857302.07362315
-42.98568780348046,223.50064628308428,43.5462349426748,60882850.00119597
-28.043374943323187,215.44588885630765,48.94005440656997,54059721.21208471
-37.22123954240854,215.82352191226892,47.0386980993826,53823256.923852146
-38.376174134775624,211.5596269235757,50.13533387985308,56169004.78674365
-22.170182265458266,211.891815543142,49.73405427980174,44973241.9833727
-21.7309561205484,211.76024356945527,49.4527158156659,44977814.74720216
-19.06027047209392,208.04307767617865,49.92449353248662,45656975.71407513
-20.183904533630994,216.10252918008155,48.687899238628006,47757345.0454206
-29.942692280182513,216.70933473834884,46.67204485909815,46228547.975238636
-19.717015552544893,203.28765027816917,52.67459696424112,43677408.7580461
-20.77525151184622,217.53241114510638,45.99193592127449,47071812.34380023
-21.680530394147297,223.20298050349447,46.37929118157717,50354137.067508124
-3.8031074467774886,197.80110523158146,54.92469589698112,44927087.226166904
-0.47579898715616764,195.80631086737594,56.241959565815705,44023254.27222487
7.2832401278019745,207.76059650364186,52.08514323623058,49261711.9814213
4.205989416421971,215.2626330606272,46.46972938382646,48397631.253853306
-15.727779593349311,232.21278747233555,42.09586401571232,54524965.06374072
-19.470863036770936,207.07472468497326,46.46165400509085,47827912.491169974
2.3385052999150844,190.43576633289558,57.478251570728844,45884500.014495604
6.170497989192114,187.36493411486117,59.35366554345728,45288371.69126473
-16.903575438007806,206.69169033919025,53.29135602981751,49801279.72277052
-21.25559819529505,208.29903967604514,52.58433553565078,49069708.82724005
-34.27127724879429,226.42546471429523,42.1672955999386,52297340.14425405
-27.72066552759577,222.087082942473,46.06574588350645,51806555.876423486
-14.597468500626974,205.6803383869683,53.241694479092075,46243238.00135188
-26.56945511797707,211.15714230700905,49.959494425426556,47960679.18704666
-35.73621692087022,221.07601878150672,43.808628275721276,51909984.509051226
-38.09183629954515,220.84636150369806,45.42434735111874,41789883.319138676
-24.281030950564514,200.50949600690547,55.17870733453583,39510980.07181309
-27.322293989955284,198.70876866403887,43.09539250752846,39034159.755945876
-34.458418215940526,215.96677688396085,48.22486918730101,43418626.002424285
-39.371504956330995,214.95820280226872,48.64183842248963,39587046.56119029
-37.813266957004544,208.57367265249195,49.475678561741915,40459861.87481565
-35.460351738310976,222.61411859864165,45.36217862154149,43046820.87690139
-43.01038683651382,233.17316104152087,39.8441425559663,47235696.655910574
-21.535866864994688,211.4856780704922,49.511946329745115,42842294.935601436
